Please indicate the respondent's number.,Please indicate your (interviewer's) number.,A1. My age prevents me from doing the things I would like to,A1. I feel that what happens to me is out of my control,A1. I feel free to plan for the future,A1. I feel left out of things,A1. I can do the things I want to do,A1. Family responsibilities prevent me from doing what I want to do,A1. I feel that I can please myself with what I do,A1. My health stops me from doing things I want to,A1. Shortage of money stops me from doing the things I want to do,A1. I look forward to each day,A1. I feel that my life has meaning,A1. I enjoy the things that I do,A1. I enjoy being in the company of others,"A1. On balance, I look back on my life with a sense of happiness",A1. I feel full of energy these days,A1. I choose to do things that I have never done before,A1. I am satisfied with the way my life has turned out,A1. I feel that life is full of opportunities,A1. I feel that the future looks good for me,A2. In most ways my life is close to my ideal,A2. The conditions of my life are excellent,A2. I am satisfied with my life,A2. So far I have gotten the important things I want in life,"A2. If I could live my life over, I would change almost nothing",A3. Please indicate for each of the five statements which is closet to how you have been feeling over the past two weeks - I have felt cheerful and in good spirits,A3. Please indicate for each of the five statements which is closet to how you have been feeling over the past two weeks - I have felt calm and relaxed,A3. Please indicate for each of the five statements which is closet to how you have been feeling over the past two weeks - I have felt active and vigorous,A3. Please indicate for each of the five statements which is closet to how you have been feeling over the past two weeks - I woke up feeling fresh and rested,A3. Please indicate for each of the five statements which is closet to how you have been feeling over the past two weeks - My daily life has been filled with things that interest me,B1. How many children do you have? - How many sons do you have?,B1. How many children do you have? - How many daughters do you have?,"B2. Please tell us about each of your children [if you have more than five children, please tell me about the five children you feel closest to]:

B22. Child 1 - Gender",B23. Child 1 - Year of Birth,B24. Child 1 - Marital Status,B25. Child 1 - Parenthood Status,B25a. Child 1 - Gender composition of the child’s children:,B25b. Child 1 - Age profile of the child’s children:,B26. Child 1 - Highest educational level attained:,B27. Child 1 - Employment Status,B28. Child 1 - Distance from your residence,"B3. Think about your interactions and relationships with each child in the past six months.

B31. Child 1 - How close are you to the child?",B32. Child 1 - Did you offer the child economic support?,"B32a. Child 1 - If yes, how much per month?",B33. Child 1 - How often did you help the child with housework?,B34. Child 1 - How often did you provide grandchild care to the child?,B35. Child 1 - Did the child give you economic support?,"B35a. Child 1 - If yes, how much per month?",B36. Child 1 - How often did the child help you with housework?,"B37. Child 1 - How often did the child take care of you (taking you to the doctor, etc.)?",B38. Child 1 - How often did the child spend time chatting with and listening to you?,"B2. Please tell us about Child 2.

B22. Child 2 - Gender",B23. Child 2 - Year of Birth,B24. Child 2 - Marital Status,B25. Child 2 - Parenthood Status,B25a. Child 2 - Gender composition of the child’s children:,B25b. Child 2 - Age profile of the child’s children:,B26. Child 2 - Highest educational level attained:,B27. Child 2 - Employment Status,B28. Child 2 - Distance from your residence,"B3. Think about your interactions and relationships with each child in the past six months.

B31. Child 2 - How close are you to the child?",B32. Child 2 - Did you offer the child economic support?,"B32a. Child 2 - If yes, how much per month?",B33. Child 2 - How often did you help the child with housework?,B34. Child 2 - How often did you provide grandchild care to the child?,B35. Child 2 - Did the child give you economic support?,"B35a. Child 2 - If yes, how much per month?",B36. Child 2 - How often did the child help you with housework?,"B37. Child 2 - How often did the child take care of you (taking you to the doctor, etc.)?",B38. Child 2 - How often did the child spend time chatting with and listening to you?,"B2. Please tell us about Child 3.

B22. Child 3 - Gender",B23. Child 3 - Year of Birth,B24. Child 3 - Marital Status,B25. Child 3 - Parenthood Status,B25a. Child 3 - Gender composition of the child’s children:,B25b. Child 3 - Age profile of the child’s children:,B26. Child 3 - Highest educational level attained:,B27. Child 3 - Employment Status,B28. Child 3 - Distance from your residence,"B3. Think about your interactions and relationships with each child in the past six months.

B31. Child 3 - How close are you to the child?",B32. Child 3 - Did you offer the child economic support?,"B32a. Child 3 - If yes, how much per month?",B33. Child 3 - How often did you help the child with housework?,B34. Child 3 - How often did you provide grandchild care to the child?,B35. Child 3 - Did the child give you economic support?,"B35a. Child 3 - If yes, how much per month?",B36. Child 3 - How often did the child help you with housework?,"B37. Child 3 - How often did the child take care of you (taking you to the doctor, etc.)?",B38. Child 3 - How often did the child spend time chatting with and listening to you?,"B2. Please tell us about Child 4.

B22. Child 4 - Gender",B23. Child 4 - Year of Birth,B24. Child 4 - Marital Status,B25. Child 4 - Parenthood Status,B25a. Child 4 - Gender composition of the child’s children:,B25b. Child 4 - Age profile of the child’s children:,B26. Child 4 - Highest educational level attained:,B27. Child 4 - Employment Status,B28. Child 4 - Distance from your residence,"B3. Think about your interactions and relationships with each child in the past six months.

B31. Child 4 - How close are you to the child?",B32. Child 4 - Did you offer the child economic support?,"B32a. Child 4 - If yes, how much per month?",B33. Child 4 - How often did you help the child with housework?,B34. Child 4 - How often did you provide grandchild care to the child?,B35. Child 4 - Did the child give you economic support?,"B35a. Child 4 - If yes, how much per month?",B36. Child 4 - How often did the child help you with housework?,"B37. Child 4 - How often did the child take care of you (taking you to the doctor, etc.)?",B38. Child 4 - How often did the child spend time chatting with and listening to you?,"B2. Please tell us about Child 5.

B22. Child 5 - Gender",B23. Child 5 - Year of Birth,B24. Child 5 - Marital Status,B25. Child 5 - Parenthood Status,B25a. Child 5 - Gender composition of the child’s children:,B25b. Child 5 - Age profile of the child’s children:,B26. Child 5 - Highest educational level attained:,B27. Child 5 - Employment Status,B28. Child 5 - Distance from your residence,"B3. Think about your interactions and relationships with each child in the past six months.

B31. Child 5 - How close are you to the child?",B32. Child 5 - Did you offer the child economic support?,"B32a. Child 5 - If yes, how much per month?",B33. Child 5 - How often did you help the child with housework?,B34. Child 5 - How often did you provide grandchild care to the child?,B35. Child 5 - Did the child give you economic support?,"B35a. Child 5 - If yes, how much per month?",B36. Child 5 - How often did the child help you with housework?,"B37. Child 5 - How often did the child take care of you (taking you to the doctor, etc.)?",B38. Child 5 - How often did the child spend time chatting with and listening to you?,C1. Your gender:,C2. Your birth month:,C2. Your birth year:,C3. Your age in years:,C4. Your country/region of birth: - Selected Choice,"C4. Your country/region of birth: - Others, please specify: - Text",C5. Your race: - Selected Choice,"C5. Your race: - Others, please specify: - Text",C6. Your current marital status:,C7. Your educational level:,C8. Your employment status: - Selected Choice,"C8. Your employment status: - Retired (record previous occupation), please specifiy: - Text","C8. Your employment status: - Unemployed (able to work) (record previous occupation), please specify: - Text","C8. Your employment status: - Unemployed (unable to work) due to disability or other medical conditions (record previous occupation, if any), please specify: - Text","C8. Your employment status: - Others, please specify: - Text",C9. Personal monthly income:,C10. Household monthly income:,C11. Is this house you are currently being interviewed? - Selected Choice,"C11. Is this house you are currently being interviewed …? - Others, specify: - Text",C12. Do you own this house you are currently being interviewed? - Selected Choice,"C12. Do you own this house you are currently being interviewed? - Others, please specify: - Text","C13. Do you belong to a religion or religious denomination? If yes, which one? - Selected Choice","C13. Do you belong to a religion or religious denomination? If yes, which one? - Other religions, please specify: - Text","C14. In general, how would you rate your health?","C15. Overall, in the last 30 days, how much difficulty did you have with moving around?",C16. Do you have enough money to meet your needs?,C17. Have you withdrawn money from CPF after you reach age 55?,C17a. What did you use CPF money for? - Selected Choice,"C17a. What did you use CPF money for? - Other, please specify: - Text",C17b. Why not? Please specify:,"C18. In general, how satisfied are you with your relationship with your children?","C19. In general, how satisfied are you with your relationship with your friends?",D1. Was someone else present during the interview? - Selected Choice,"D1. Was someone else present during the interview? - Yes, please indicate: - Text",D2. Did the respondent have hearing problem?,D3. Did the respondent have vision problem?,D4. Did the respondent use wheelchair?,D5. Did the respondent cough continually?,D6. Did the respondent have shortness of breath?,D7. What is your assessment of the respondents comprehension capability? - Selected Choice,"D7. What is your assessment of the respondents comprehension capability? - Very bad, please specify reason: - Text","D7. What is your assessment of the respondents comprehension capability? - Bad, please specify reason: - Text",D8. What is your evaluation of the respondents language ability with respect to self-expression?,D9. What is your assessment of the respondents cooperation?,D10. What is your evaluation of the accuracy and completeness of the respondents answers?
2311707,2311,Never,No Response,Often,No Response,Sometimes,Never,Often,Never,No Response,Often,Often,Often,Often,Often,Often,Sometimes,Often,No Response,Often,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,All of the time,All of the time,All of the time,All of the time,All of the time,2,1,Male,1980,Married,3 and more children,All boy,No child below age 6,ITE diploma,Self-employed,Between 20 and 40 minutes by car,Very close,No,,Never,Never,No,,Never,Never,1-2 days a week,Male,1981,Married,3 and more children,At least one girl and one boy,No child below age 6,Polytechnic diploma,Self-employed,Within 20 minutes by walk,Fair,No,,Never,3-4 days a week,No,,Never,Never,Once a month,Female,1984,Married,2 children,At least one girl and one boy,1 child below age 6,Polytechnic diploma,Full-time employee (30 hours a week or more),Between 20 and 40 minutes by car,Close,No,,Never,Never,Yes,$200-399,3-4 days a week,Never,Once a month,Male,,,,,,PSLE certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,,Female,Apr,1960,64,Singapore,,Chinese,,Widowed,Secondary (‘O’ / ‘N’ level),Part-time employee,,,,,"Below $1,000","Below $1,000",HDB 4-room flats,,Self-owned,,Buddhism,,Good,Mild,Completely,No,,,Money is enough,Completely,Completely,No,,No,No,No,No,No,Good,,,Very good,Very good,High
2306010,2306,Sometimes,Sometimes,Not Often,Not Often,Sometimes,Not Often,Not Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,No Response,No Response,No Response,No Response,Disagree,Disagree,Disagree,No Response,No Response,At no time,Some of the time,At no time,At no time,At no time,1,1,Male,1972,Divorced or Separated,1 child,All girl,No child below age 6,Polytechnic diploma,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),No,,Never,Always,3-4 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Jan,1954,70,Singapore,,Chinese,,Currently married,No formal schooling / pre-primary,Homemaker/housewife,,,,,"Below $1,000","Below $1,000",HDB 1- and 2-Room Flats,,Owned by spouse,,Buddhism,,Very poor,Moderate,None at all,No,,,No CPF as she never worked,Mostly,Not at all,"Yes, please indicate:",son,No,Yes,No,No,No,"Bad, please specify reason:",,,Bad,Good,Low
2306014,2306,Sometimes,Sometimes,Often,No Response,Often,No Response,Often,Never,Never,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Most of the time,Most of the time,Most of the time,More than half of the time,Most of the time,2,0,Male,36,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),No,,1-2 days a week,Always,Almost everyday,Male,33,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),No,,Almost everyday,Always,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Oct,1958,65,Singapore,,Chinese,,Respondent refused to answer,Secondary (‘O’ / ‘N’ level),"Retired (record previous occupation), please specifiy:",Admin assistant,,,,Respondent refused to answer,Respondent refused to answer,HDB 4-room flats,,Co-owned by self and spouse,,Buddhism,,Good,None,Mostly,Respondent refused to answer,,,,Almost completely,Mostly,"Yes, please indicate:",son,No,No,No,No,No,Very good,,,Very good,Good,High
2310029,2311,No Response,No Response,Often,No Response,Often,No Response,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Most of the time,All of the time,All of the time,All of the time,All of the time,1,0,Female,1981,Married,1 child,All girl,1 child below age 6,ITE diploma,Self-employed,Within 20 minutes by car,Close,No,,Never,Never,Yes,$200-399,Never,Rarely,1-2 days a week,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Feb,1957,67,Singapore,,Chinese,,Currently married,Primary,Part-time employee,,,,,"$1,000 - $1,999","$1,000 - $1,999","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Co-owned by self and spouse,,Buddhism,,Fair,Moderate,None at all,No,,,Enough income,Completely,Completely,No,,No,No,No,No,No,Moderate,,,Moderate,Very good,Average
2304708,2304,Often,Often,Sometimes,Sometimes,Not Often,Often,Not Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Not Often,Sometimes,Not Often,Not Often,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,At no time,At no time,At no time,No Response,Some of the time,2,0,Male,1996,"Single, never married",No child,,,Less than primary education,Other,Living together in the same house,Very close,Yes,$200-399,Almost everyday,Not applicable (the child has no child),No,,1-2 days a week,Rarely,Almost everyday,Male,2001,"Single, never married",No child,,,GCE A-level or NUS high school diploma,Student,Living together in the same house,Very close,Yes,"$1,000 and above",Almost everyday,Almost everyday,No,,Never,Sometimes,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Mar,1960,64,Singapore,,Chinese,,Currently married,Professional qualification and other diploma,"Retired (record previous occupation), please specifiy:",engineering manager ,,,,"Below $1,000","Below $1,000","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Co-owned by self and spouse,,Christianity,,Good,None,A little,Yes,"To cover personal or family healthcare expenses (e.g., hospital bills, long-term care costs, purchase of additional private insurance)",,,Completely,Almost completely,No,,No,No,No,No,No,Very good,,,Very good,Good,High
2310002,2310,Not Often,Not Often,Not Often,Not Often,Sometimes,Not Often,Sometimes,Not Often,Not Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Sometimes,Not Often,Disagree,Agree,Agree,Disagree,Agree,More than half of the time,More than half of the time,Most of the time,Less than half of the time,Less than half of the time,2,1,Male,1981,"Single, never married",No child,,,ITE diploma,Part-time employee,Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),Yes,Less than $200,Never,Rarely,3-4 days a week,Male,1989,Married,No child,,,ITE diploma,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),Yes,Less than $200,Never,Rarely,3-4 days a week,Female,1997,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Not applicable (the child has no child),Yes,Less than $200,Never,Rarely,3-4 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Mar,1958,66,Singapore,,Chinese,,Currently married,Primary,Homemaker/housewife,,,,,"Below $1,000","Below $1,000",HDB 4-room flats,,Co-owned by self and spouse,,Buddhism,,Fair,None,Moderately,Yes,To finance daily living expenses and leisure or travel activities,,,Almost completely,Not at all,No,,No,No,No,No,No,Moderate,,,Good,Good,Average
2310716,2310,Not Often,Not Often,Not Often,Not Often,Sometimes,Not Often,Sometimes,Not Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not Often,Sometimes,Sometimes,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,More than half of the time,More than half of the time,Less than half of the time,More than half of the time,Less than half of the time,1,1,Male,1985,Married,1 child,All girl,No child below age 6,University-level degree,Full-time employee (30 hours a week or more),More than 40 minutes by car,Close,No,,Never,Never,Yes,$200-399,Never,Rarely,1-2 days a week,Female,1988,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,3-4 days a week,Not applicable (the child has no child),Yes,$200-399,3-4 days a week,Rarely,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Apr,1958,66,Singapore,,Chinese,,Currently married,Primary,Full-time employee (30 hours a week or more),,,,,"$1,000 - $1,999","$1,000 - $1,999",HDB 3-room flats,,Co-owned by self and spouse,,Buddhism,,Good,Mild,Moderately,Yes,To finance daily living expenses and leisure or travel activities,,,Completely,Mostly,No,,No,No,No,No,No,Good,,,Good,Good,High
2309709,2309,Never,Sometimes,Often,Sometimes,Often,Never,Often,Never,Never,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Often,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Some of the time,More than half of the time,Most of the time,Some of the time,Some of the time,0,2,Female,1979,Divorced or Separated,2 children,All girl,No child below age 6,Secondary school,Full-time employee (30 hours a week or more),Within 20 minutes by walk,Fair,Yes,Less than $200,Never,Almost everyday,No,,Never,Never,Never,Female,1981,"Single, never married",No child,,,Secondary school,Full-time employee (30 hours a week or more),More than 40 minutes by car,Not very close,No,,Never,Not applicable (the child has no child),No,,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,May,1962,62,Singapore,,Indian,,Widowed,Professional qualification and other diploma,Full-time employee (30 hours a week or more),,,,,"$3,000 - $3,999","$3,000 - $3,999",HDB 3-room flats,,Self-owned,,Hinduism,,Good,None,Moderately,No,,,To earn interest for retirement,A little,Somewhat,No,,No,No,No,No,No,Very good,,,Very good,Very good,Very high
2309702,2309,Never,Sometimes,Often,Never,Often,Never,Often,Never,Never,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All of the time,All of the time,All of the time,All of the time,All of the time,1,1,Male,1971,Married,1 child,All girl,No child below age 6,University-level degree,Full-time employee (30 hours a week or more),Between 20 and 40 minutes by car,Very close,No,,Never,Never,Yes,"$1,000 and above",Never,Never,1-2 days a week,Female,1973,Married,1 child,All boy,No child below age 6,Secondary school,Full-time employee (30 hours a week or more),More than 40 minutes by car,Very close,No,,Never,Never,Yes,Less than $200,Never,Never,2-3 days a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Jan,1945,79,Singapore,,Chinese,,Currently married,Secondary (‘O’ / ‘N’ level),"Retired (record previous occupation), please specifiy:",owner of factory,,,,"Below $1,000","Below $1,000","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Co-owned by self and spouse,,Buddhism,,Good,None,Completely,Yes,To do business or invest in businesses,,,Almost completely,Completely,No,,No,No,No,No,No,Very good,,,Very good,Very good,Very high
2311718,2311,No Response,Never,Often,Sometimes,No Response,Often,No Response,No Response,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Most of the time,All of the time,All of the time,All of the time,All of the time,1,0,Male,1978,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Never,Not applicable (the child has no child),Yes,$400-599,1-2 days a week,Never,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Jun,1952,72,Singapore,,Chinese,,Currently married,No formal schooling / pre-primary,Part-time employee,,,,,"Below $1,000","$5,000 - $6,999",HDB 3-room flats,,Co-owned by self and spouse,,Buddhism,,Good,None,Completely,Yes,To finance daily living expenses and leisure or travel activities,,,Completely,Completely,No,,No,No,No,No,No,Good,,,Moderate,Good,High
2307016,2311,Often,Sometimes,Often,Never,Often,Sometimes,Often,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Not Often,Never,Sometimes,Never,Not Often,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,More than half of the time,Most of the time,Less than half of the time,Less than half of the time,Most of the time,1,2,Female,1966,"Single, never married",No child,,,Less than primary education,Full-time employee (30 hours a week or more),Staying in the same housing estate,Close,No,,Never,Not applicable (the child has no child),Yes,Less than $200,1-2 days a week,Never,1-2 days a week,Female,1967,Married,2 children,At least one girl and one boy,No child below age 6,University-level degree,Full-time employee (30 hours a week or more),Staying in the same or next block,Not very close,No,,Never,Never,Yes,Less than $200,Never,Never,1-2 days a week,Male,1970,Married,1 child,All boy,No child below age 6,Less than primary education,Full-time employee (30 hours a week or more),Within 20 minutes by car,Very close,No,,Never,Never,No,,Never,Never,1-2 days a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Jul,1947,78,Malaysia,,Chinese,,Widowed,No formal schooling / pre-primary,"Retired (record previous occupation), please specifiy:",,,,,"Below $1,000","Below $1,000",HDB 3-room flats,,Self-owned,,Buddhism,,Fair,Severe,Completely,Yes,To finance daily living expenses and leisure or travel activities,,,Not at all,Completely,No,,No,No,No,Yes,No,Moderate,,,Moderate,Bad,Average
2311719,2311,Never,Often,Never,Never,Sometimes,Often,Often,Never,Often,Sometimes,Sometimes,Not Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Not Often,Somewhat agree,Strongly disagree,Neither agree nor disagree,Agree,No Response,More than half of the time,Less than half of the time,More than half of the time,Some of the time,More than half of the time,1,1,Female,2005,"Single, never married",No child,,,Polytechnic diploma,Student,Living together in the same house,Close,No,,1-2 days a week,Not applicable (the child has no child),No,,1-2 days a week,Never,Almost everyday,Male,2005,"Single, never married",No child,,,ITE diploma,Student,Living together in the same house,Very close,Yes,$400-599,Never,Almost everyday,No,,1-2 days a week,Never,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,Less than primary education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,Male,Jul,1962,62,Singapore,,Chinese,,Currently married,Bachelor’s or equivalent,"Unemployed (able to work) (record previous occupation), please specify:",,Telecom,,,"Below $1,000","$3,000 - $3,999","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Co-owned by self and spouse,,No religion,,Good,None,None at all,No,,,Enough income,Completely,Completely,No,,No,No,No,No,No,Good,,,Good,Good,High
2311717,2311,Never,Never,Not Often,Never,Often,Never,Often,Not Often,Never,Not Often,Often,Sometimes,Not Often,Often,Often,Sometimes,Often,Sometimes,Not Often,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,All of the time,All of the time,More than half of the time,All of the time,Less than half of the time,2,0,Male,1980,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Staying in the same or next block,Close,No,,Once every few months,Not applicable (the child has no child),Yes,$200-399,Once every few months,Never,Almost everyday,Female,1981,Married,2 children,All boy,1 child below age 6,University-level degree,Full-time employee (30 hours a week or more),Within 20 minutes by walk,Close,No,,Never,Once a month,Yes,$200-399,Never,Never,3-4 days a week,Male,1984,"Single, never married",No child,,,MA degree or above,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Once every few months,Not applicable (the child has no child),Yes,$200-399,Never,Never,Almost everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Mar,1950,74,Singapore,,Chinese,,Widowed,Post-secondary (non-tertiary): General & Vocational (‘A’ level),"Retired (record previous occupation), please specifiy:",Office admin,,,,"Below $1,000","$10,000 and above","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Owned by a child,,Christianity,,Good,None,Mostly,Yes,To pay off outstanding housing loans or to invest in new property,,,Completely,Completely,No,,No,No,No,No,No,Moderate,,,Moderate,Moderate,High
2310722,2310,Sometimes,Sometimes,Often,Never,Often,Never,Often,Sometimes,Never,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Most of the time,Most of the time,More than half of the time,More than half of the time,Most of the time,1,2,Male,1970,Married,3 and more children,At least one girl and one boy,No child below age 6,Polytechnic diploma,Part-time employee,Within 20 minutes by car,Close,No,,Never,Never,No,,Never,Never,2-3 days a month,Female,1973,Married,1 child,All boy,No child below age 6,University-level degree,Full-time employee (30 hours a week or more),Within 20 minutes by walk,Close,No,,Never,Never,No,,Never,Never,2-3 days a month,Female,1978,"Single, never married",No child,,,Polytechnic diploma,Other,Staying in a different country,Not close at all,No,,Never,Never,No,,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Oct,1946,78,Singapore,,Chinese,,Divorced,Secondary (‘O’ / ‘N’ level),"Retired (record previous occupation), please specifiy:","primary school teacher, teach everything except mother tongue",,,,"$1,000 - $1,999","$1,000 - $1,999","Others, specify:",2 room flexi,Self-owned,,Taoism,,Good,None,Mostly,Yes,To finance daily living expenses and leisure or travel activities,,,Completely,Completely,No,,No,No,No,No,No,Very good,,,Very good,Very good,Very high
2309715,2309,Not Often,Not Often,Often,Not Often,Often,Sometimes,Often,Not Often,Not Often,Often,Often,Often,Not Often,Often,Often,Sometimes,Often,Often,Often,Agree,Agree,Agree,Agree,Agree,Most of the time,Most of the time,Most of the time,More than half of the time,Most of the time,2,0,Male,1991,"Single, never married",No child,,,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Very close,No,,3-4 days a week,Not applicable (the child has no child),Yes,$600-799,2-3 days a month,Never,Almost everyday,Male,1993,"Single, never married",No child,,,Polytechnic diploma,Self-employed,Living together in the same house,Fair,No,,3-4 days a week,Not applicable (the child has no child),Yes,$600-799,Never,Never,2-3 days a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Apr,1961,63,Singapore,,Chinese,,Currently married,Postgraduate diploma/certificate (excluding Master’s and Doctorate),Self-employed,,,,,"$8,000 - $8,999","$10,000 and above","HDB 5-room, 3 gen flats, and executive flats (e.g., executive apartments and executive maisonette)",,Self-owned,,Christianity,,Good,None,Completely,No,,,No need of cash,Almost completely,Somewhat,"Yes, please indicate:",Spouse,No,No,No,No,No,Very good,,,Very good,Very good,Very high
2305701,2305,Never,Never,Often,Never,Often,Never,Often,Never,Never,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Agree,Agree,Agree,Agree,Agree,All of the time,All of the time,All of the time,All of the time,All of the time,3,1,Male,1982,Married,3 and more children,At least one girl and one boy,2 or more children below age 6,GCE A-level or NUS high school diploma,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Almost everyday,No,,Almost everyday,Never,Almost everyday,Male,1983,Married,1 child,All boy,1 child below age 6,University-level degree,Full-time employee (30 hours a week or more),Living together in the same house,Close,No,,Almost everyday,Almost everyday,No,,Almost everyday,Never,Almost everyday,Male,1986,Married,1 child,All boy,1 child below age 6,University-level degree,Full-time employee (30 hours a week or more),Within 20 minutes by walk,Close,No,,Almost everyday,1-2 days a week,No,,Almost everyday,Never,Almost everyday,Female,1991,Married,3 and more children,At least one girl and one boy,2 or more children below age 6,University-level degree,Full-time employee (30 hours a week or more),Staying in a different country,Close,No,,Never,Never,No,,Never,Never,Almost everyday,,,,,,,,,,,,,,,,,,,,Male,Sep,1959,65,India,,Indian,,Currently married,Bachelor’s or equivalent,Self-employed,,,,,"$10,000 and above","$10,000 and above",Landed properties,,Self-owned,,Islam,,Very good,None,Completely,No,,,No time,Completely,Mostly,No,,No,No,No,No,No,Good,,,Good,Good,Low
